Atualizado em: 2025-01-27
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"102";"12,75";"15,73";"4,49"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"5";"0";"20";"0"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"4";"0";"0";"0"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"198";"3,54";"7,33";"3,14"
"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"46";"0";"6,52";"0"
"SBZM";"REGIONAL DA ZONA DA MATA(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"12,9";"9,68"
"SBZM";"REGIONAL DA ZONA DA MATA(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"38";"23,68";"24,14";"13,79"
"SBZM";"REGIONAL DA ZONA DA MATA(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"47";"2,13";"2,17";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"6";"100";"0";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"13";"0";"0";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"22";"0";"9,09";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBCT";"AFONSO PENA(PR, BRASIL)";"23";"4,35";"0";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBFI";"CATARATAS(PR, BRASIL)";"5";"100";"0";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"171";"15,2";"8,28";"3,45"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"5";"0";"0";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"237";"4,64";"5,75";"3,1"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"332";"9,04";"12,25";"4,97"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"50";"25"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"0";"0"
"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"22";"81,82";"0";"0"
"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"SIRI";"BARRA GRANDE(BA, BRASIL)";"4";"100";"0";"0"
"SDOW";"OURILÂNDIA DO NORTE(PA, BRASIL)";"SBCJ";"CARAJÁS(PA, BRASIL)";"12";"25";"33,33";"22,22"
"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBCT";"AFONSO PENA(PR, BRASIL)";"9";"0";"0";"0"
"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"8";"0";"25";"0"
"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"81";"0";"14,81";"4,94"
"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBKP";"VIRACOPOS(SP, BRASIL)";"9";"11,11";"12,5";"0"
"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"3";"0";"33,33";"33,33"
"SIMK";"TENENTE LUND PRESETTO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"6";"16,67";"40";"40"
"SIRI";"BARRA GRANDE(BA, BRASIL)";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"10";"60";"0";"0"
"SJZA";"PEDRO VIEIRA MOREIRA(PB, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"7";"14,29";"0";"0"
"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"29";"0";"6,9";"0"
"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"18";"0";"11,11";"11,11"
"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"62";"0";"16,13";"3,23"
"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"158";"2,53";"14,94";"3,9"
"SKRG";"JOSÉ MARÍA CÓRDOVA INTERNATIONAL AIRPORT(COLÔMBIA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"13";"0";"30,77";"15,38"
"SLCB";"JORGE WILSTERMANN INTERNATIONAL AIRPORT(BOLÍVIA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"7,41";"88";"64"
"SLVR";"VIRU VIRU INTERNATIONAL AIRPORT(BOLÍVIA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"59";"1,69";"31,03";"20,69"
"SMJP";"JOHAN ADOLF PENGEL INTERNATIONAL AIRPORT (ZANDERIJ INT´L)(SURINAME)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"12";"0";"25";"0"
"SN6L";"VIRGÍLIO TÁVORA(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"33,33";"0";"0"
"SNAB";"ARARIPINA(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"7";"0";"0";"0"
"SNBA";"CHAFEI AMSEI (SBBT*)(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"5";"0";"20";"0"
"SNBR";"BARREIRAS(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"3,33";"10,34";"6,9"
"SNCL";"LORENZO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"34";"5,88";"0";"0"
"SNCP";"AEROPORTO REGIONAL DO PLANALTO SERRANO(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"22";"9,09";"5";"0"
"SNDV";"BRIGADEIRO CABRAL(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"25";"4";"29,17";"12,5"
"SNDV";"BRIGADEIRO CABRAL(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"26";"26,92";"21,05";"10,53"
"SNEB";"AERODROMO DE PARAGOMINAS(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"9";"0";"22,22";"0"
"SNGI";"GUANAMBI(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"22";"4,55";"14,29";"4,76"
"SNGN";"GARANHUNS(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"7";"14,29";"0";"0"
"SNHS";"SANTA MAGALHÃES(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"7";"0";"14,29";"0"
"SNIG";"IGUATU(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"22,22";"14,29";"14,29"
"SNJM";"AEROPORTO ELIAS BREDER(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"33,33";"50";"33,33"
"SNLN";"AERÓDROMO MUNICIPAL DE LINHARES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"22,22";"0";"0"
"SNMZ";"PORTO DE MOZ(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"9";"0";"11,11";"11,11"
"SNPD";"PATOS DE MINAS(MG, BRASIL)";"SBAX";"ROMEU ZEMA(MG, BRASIL)";"13";"7,69";"8,33";"8,33"
"SNPD";"PATOS DE MINAS(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"17";"5,88";"12,5";"6,25"
"SNRU";"OSCAR LARANJEIRAS(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"7";"57,14";"33,33";"0"
"SNSM";"SALINÓPOLIS(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"9";"22,22";"28,57";"0"
"SNSS";"SALINAS(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"12";"33,33";"25";"0"
"SNTO";"JUSCELINO KUBITSCHECK(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"17";"5,88";"31,25";"12,5"
"SNTS";"PEREGRINO FILHO(PB, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"100";"0";"0"
"SNVS";"BREVES(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"8";"0";"25";"0"
"SNWS";"DOUTOR LÚCIO LIMA(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"11,11";"12,5";"12,5"
"SNZR";"PARACATU(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"11,11";"50";"25"
"SOCA";"CAYENNE-ROCHAMBEAU AIRPORT(GUIANA FRANCESA)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"4";"25";"0";"0"
"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"12,9";"6,45"
"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"SBCT";"AFONSO PENA(PR, BRASIL)";"13";"0";"23,08";"0"
"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"3,23";"3,23"
"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"125";"0,8";"10,48";"3,23"
"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"13";"100";"0";"0"
"SSGG";"Tancredo Thomas de Faria(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"13";"7,69";"25";"16,67"
"SSGY";"GUAÍRA(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"9";"22,22";"14,29";"14,29"
"SSKW";"CACOAL(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"9";"11,11";"12,5";"0"
"SSOU";"ARIPUANÃ(MT, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"18";"33,33";"25";"16,67"
"SSRS";"BARREIRINHAS(MA, BRASIL)";"SBPB";"AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL)";"13";"84,62";"0";"0"
"SSRS";"BARREIRINHAS(MA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"13";"84,62";"0";"0"
"SSUM";"ORLANDO DE CARVALHO(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"10";"40";"0";"0"
"SSUV";"JOSÉ CLETO(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"7";"57,14";"0";"0"
"SSVL";"TELÊMACO BORBA (SBTL*)(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"10";"60";"0";"0"
"SULS";"C/C CARLOS A. CURBELO DE LAGUNA DEL SAUCE INTERNATIONAL AIRPORT(URUGUAI)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"11";"0";"27,27";"0"
"SULS";"C/C CARLOS A. CURBELO DE LAGUNA DEL SAUCE INTERNATIONAL AIRPORT(URUGUAI)";"SBKP";"VIRACOPOS(SP, BRASIL)";"5";"0";"20";"20"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBCT";"AFONSO PENA(PR, BRASIL)";"9";"0";"22,22";"11,11"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"18";"0";"0";"0"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"50";"18";"4,88";"0"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"105";"0";"6,67";"2,86"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"8";"0";"12,5";"12,5"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"13";"0";"7,69";"7,69"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"22";"86,36";"0";"0"
"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"13";"100";"0";"0"
"SWBE";"WALFRIDO SAMITO DE ALMEIDA(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"9";"11,11";"12,5";"12,5"
"SWBR";"BORBA(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"9";"11,11";"12,5";"0"
"SWEI";"EIRUNEPÉ(AM, BRASIL)";"SBTT";"TABATINGA(AM, BRASIL)";"15";"20";"25";"16,67"
"SWKO";"COARI(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"25";"36";"31,25";"12,5"
"SWKQ";"SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO(PI, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"14";"0";"7,14";"7,14"
"SWLB";"LÁBREA(AM, BRASIL)";"SWKO";"COARI(AM, BRASIL)";"9";"0";"22,22";"11,11"
"SWLC";"GENERAL LEITE DE CASTRO(GO, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"0";"20";"10"
"SWMW";"MAUÉS(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"8";"0";"25";"25"
"SWPI";"JÚLIO BÉLEM(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"21";"9,52";"21,05";"10,53"
"SWTP";"SANTA IZABEL DO RIO NEGRO(AM, BRASIL)";"SBTF";"TEFÉ(AM, BRASIL)";"9";"22,22";"0";"0"
"SWYN";"PRAINHA(AM, BRASIL)";"SBMY";"MANICORÉ(AM, BRASIL)";"9";"33,33";"66,67";"50"
"TNCA";"QUEEN BEATRIX INTERNATIONAL AIRPORT(ARUBA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"6";"0";"0";"0"
"TNCC";"HATO INTERNATIONAL AIRPORT(CURAÇAO)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"13";"0";"61,54";"46,15"
"TNCC";"HATO INTERNATIONAL AIRPORT(CURAÇAO)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"16";"0";"62,5";"25"
"ZBAA";"BEIJING CAPITAL INTERNATIONAL AIRPORT(CHINA)";"LEMD";"ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(ESPANHA)";"14";"7,14";"15,38";"0"
